Citable Reference,Context Description,Title,Description,Start Date,Start Date (num),End Date,End Date (num),Covering Dates,Held by,Catalogue level,References,Opening Date,Closure Status,Closure Type,Closure Code,Subjects,Digitised,ID,Score
WO171/5144,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.",1 Grenadier Guards,1 Grenadier Guards.,01/01/1945,19450101,31/12/1945,19451231,1945 Jan.- Dec.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4445251,17.40646
WO171/5136,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. PARACHUTE REGIMENTS.",9 Regt.,9 Regt.,01/01/1945,19450101,31/05/1945,19450531,1945 Jan.- May,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4445243,17.40646
WO171/9292,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.",4 Welch,4 Welch.,01/01/1946,19460101,30/06/1946,19460630,1946 Jan.- June,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4449398,17.40646
WO171/5223,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.",1/4 King's Own Yorkshire Light Infantry,1/4 King's Own Yorkshire Light Infantry.,01/01/1945,19450101,30/11/1945,19451130,1945 Jan.-Nov.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4445330,17.40646
WO171/9202,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.",3 Irish Gds.,3 Irish Gds.,01/01/1946,19460101,31/01/1946,19460131,1946 Jan.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10132 Ireland;
        C10028 Diaries;
        C10092 Army",,C4449308,17.40646
WO171/5272,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.",7 Somerset Light Infantry (Prince Albert's),7 Somerset Light Infantry (Prince Albert's).,01/01/1945,19450101,31/12/1945,19451231,1945 Jan.-Dec.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4445379,17.40646
WO171/9285,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.",4 Som. L.I.,4 Som. L.I.,01/01/1946,19460101,30/06/1946,19460630,1946 Jan.- June,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4449391,17.40646
WO171/5164,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.",5 Queen's Own Cameron Highlanders,5 Queen's Own Cameron Highlanders.,01/01/1945,19450101,31/12/1945,19451231,1945 Jan.- Dec.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4445271,17.40646
WO171/5284,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.",7 Royal Welch Fusiliers,7 Royal Welch Fusiliers.,01/01/1945,19450101,30/04/1945,19450430,1945 Jan.-Apr.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4445391,17.40646
WO171/5178,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.",5 Duke of Cornwall's Light Infantry,5 Duke of Cornwall's Light Infantry.,01/02/1945,19450201,28/02/1945,19450228,1945 Feb.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4445285,17.40646
WO171/5186,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.",9 Durham Light Infantry,9 Durham Light Infantry.,01/01/1945,19450101,31/12/1945,19451231,1945 Jan.- Dec.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4445293,17.40646
WO171/5168,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.",9 Cameronians (Scottish Rifles),9 Cameronians (Scottish Rifles).,01/01/1945,19450101,31/12/1945,19451231,1945 Jan.- Dec.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4445275,17.40646
WO171/5264,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.",6 Royal Scots Fusiliers,6 Royal Scots Fusiliers.,01/07/1945,19450701,31/12/1945,19451231,1945 July-Dec.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4445371,17.40646
WO171/5262,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.",4/5 Royal Scots Fusiliers,4/5 Royal Scots Fusiliers.,01/01/1945,19450101,31/10/1945,19451031,1945 Jan.-Oct.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4445369,17.40646
WO171/5263,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.",6 Royal Scots Fusiliers,6 Royal Scots Fusiliers.,01/01/1945,19450101,30/06/1945,19450630,1945 Jan.-June,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4445370,17.40646
WO171/5214,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.",1 King's Own Scottish Borderers,1 King's Own Scottish Borderers.,01/01/1945,19450101,30/09/1945,19450930,1945 Jan.-Sept.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4445321,17.40646
WO171/9239,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.",5 Highland Light Infantry (5 H. L. I.),5 Highland Light Infantry (5 H. L. I.).,01/01/1946,19460101,30/06/1946,19460630,1946 Jan-June,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4449345,17.40646
WO171/9228,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.",2 Essex,2 Essex.,01/01/1946,19460101,30/06/1946,19460630,1946 Jan.- June,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4449334,17.40646
WO171/9240,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.",6 Highland Light Infantry (6 H. L. I.),6 Highland Light Infantry (6 H. L. I.).,01/01/1946,19460101,31/07/1946,19460731,1946 Jan-July,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4449346,17.40646
WO171/9207,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.",7 A. and S.H.,7 A. and S.H.,01/01/1946,19460101,31/03/1946,19460331,1946 Jan.- Mar.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4449313,17.40646
WO171/9234,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.",1 Gordons,1 Gordons.,01/01/1946,19460101,30/06/1946,19460630,1946 Jan.- June,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4449340,17.40646
WO171/9237,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.",7 Hamps,7 Hamps.,01/01/1946,19460101,30/06/1946,19460630,1946 Jan.- June,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4449343,17.40646
WO171/9238,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.",1 Hereford,1 Hereford.,01/01/1946,19460101,30/06/1946,19460630,1946 Jan.- June,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4449344,17.40646
WO171/9230,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.",1 R.F.,1 R.F.,01/01/1946,19460101,30/06/1946,19460630,1946 Jan.- June,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4449336,17.40646
WO171/9250,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.",2 Kensingtons,2 Kensingtons.,01/01/1946,19460101,31/01/1946,19460131,"1946 Jan., Feb.","The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4449356,17.40646
WO171/9242,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.",1 Palestine Regt.,1 Palestine Regt.,01/01/1946,19460101,30/06/1946,19460630,1946 Jan.- June,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10128 Middle East;
        C10028 Diaries;
        C10092 Army",,C4449348,17.40646
WO171/466,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 15 Infantry Division.",G.,G.,01/01/1944,19440101,31/12/1944,19441231,1944 Jan.- Dec.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440575,17.3715172
WO171/501,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 49 Infantry Division.",G.,G.,01/10/1944,19441001,31/12/1944,19441231,1944 Oct.- Dec.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440610,17.3715172
WO171/415,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 3 Infantry Division.",C.R.E.,C.R.E.,01/01/1944,19440101,31/07/1944,19440731,1944 Jan.- July,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440524,17.3715172
WO171/414,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 3 Infantry Division.",C.R.A.,C.R.A.,01/01/1944,19440101,31/12/1944,19441231,1944 Jan.- Dec.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440523,17.3715172
WO171/508,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 49 Infantry Division.",C.R.E.M.E.,C.R.E.M.E.,01/09/1944,19440901,30/09/1944,19440930,"1944 Sept., Dec.","The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440617,17.3715172
WO171/578,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 59 Infantry Division.",C.R.A.S.C.,C.R.A.S.C.,01/04/1944,19440401,31/08/1944,19440831,1944 Apr.-Aug.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440687,17.3715172
WO171/539,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 51 Infantry Division.",Provost Coy.,Provost Coy.,01/01/1944,19440101,31/12/1944,19441231,1944 Jan.- Dec.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440648,17.3715172
WO171/582,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 59 Infantry Division.",Postal Unit,Postal Unit.,01/01/1944,19440101,31/10/1944,19441031,1944 Jan.-Oct.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440691,17.3715172
WO171/567,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 53 Infantry Division.",Ord. Fd. Pk.,Ord. Fd. Pk.,01/01/1944,19440101,31/12/1944,19441231,1944 Jan.-Dec.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440676,17.3715172
WO171/552,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 53 Infantry Division.",G.,G.,01/01/1944,19440101,30/06/1944,19440630,1944 Jan.-June,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440661,17.3715172
WO171/558,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 53 Infantry Division.",C.R.A.,C.R.A.,01/01/1944,19440101,30/06/1944,19440630,1944 Jan.-June,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440667,17.3715172
WO171/480,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 43 Infantry Division.",G.,G.,01/08/1944,19440801,31/08/1944,19440831,"1944 Aug., Sept.","The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440589,17.3715172
WO171/404,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 1 Airborne Division.",C.R.E.M.E.,C.R.E.M.E.,01/05/1944,19440501,31/12/1944,19441231,1944 May- Dec.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440513,17.3715172
WO171/488,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 43 Infantry Division.",C.R.E.,C.R.E.,01/01/1944,19440101,30/09/1944,19440930,1944 Jan.- Sept.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440597,17.3715172
WO171/423,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 3 Infantry Division.",Provost Coy.,Provost Coy.,01/01/1944,19440101,31/12/1944,19441231,1944 Jan.- Dec.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440532,17.3715172
WO171/442,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 7 Armoured Division.",G.,G.,01/10/1944,19441001,31/10/1944,19441031,"1944 Oct., Nov.","The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440551,17.3715172
WO171/412,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 3 Infantry Division.",G.,G.,01/11/1944,19441101,30/11/1944,19441130,"1944 Nov., Dec.","The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440521,17.3715172
WO171/430,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 6 Airborne Division.",C.R.A.S.C.,C.R.A.S.C.,01/05/1944,19440501,31/07/1944,19440731,1944 May- July,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440539,17.3715172
WO171/454,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 7 Armoured Division.",Provost Coy.,Provost Coy.,01/01/1944,19440101,31/12/1944,19441231,1944 Jan.- Dec.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440563,17.3715172
WO171/439,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 7 Armoured Division.",G.,G.,01/06/1944,19440601,30/06/1944,19440630,"1944 June, July","The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440548,17.3715172
WO171/389,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. Guards Armoured Division.",Ord. Sub-Pk.,Ord. Sub-Pk.,01/01/1944,19440101,31/10/1944,19441031,1944 Jan.- Oct.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440498,17.3715172
WO171/447,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 7 Armoured Division.",R.A.,R.A.,01/10/1944,19441001,31/12/1944,19441231,1944 Oct.- Dec.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440556,17.3715172
WO171/398,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 1 Airborne Division.",Signals,Signals.,01/05/1944,19440501,31/12/1944,19441231,1944 May- Dec.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440507,17.3715172
WO171/387,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. Guards Armoured Division.",R.E.M.E. Tps. Wksp.,R.E.M.E. Tps. Wksp.,01/01/1944,19440101,31/03/1944,19440331,1944 Jan.- Mar.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440496,17.3715172
WO171/416,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 3 Infantry Division.",C.R.E.,C.R.E.,01/08/1944,19440801,31/12/1944,19441231,1944 Aug.- Dec.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440525,17.3715172
WO171/4254,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 51 Infantry Division.",A.D.O.S.,A.D.O.S.,01/01/1945,19450101,31/10/1945,19451031,1945 Jan.- Oct.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4444361,17.3715172
WO171/471,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 15 Infantry Division.",C.R.A.S.C.,C.R.A.S.C.,01/01/1944,19440101,31/12/1944,19441231,1944 Jan.- Dec.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440580,17.3715172
WO171/393,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 1 Airborne Division.",G.,G.,01/09/1944,19440901,31/12/1944,19441231,1944 Sept.- Dec.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440502,17.3715172
WO171/378,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. Guards Armoured Division.",G.,G.,01/12/1944,19441201,31/12/1944,19441231,1944 Dec.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440487,17.3715172
WO171/497,"War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 43 Infantry Division.",Provost Coy.,Provost Coy.,01/01/1944,19440101,31/12/1944,19441231,1944 Jan.- Dec.,"The National Archives, Kew",6,,10/01/1996,"Open Document, Open Description",Closed Until,1996,"C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army",,C4440606,17.3715172
